file,true_mod,snr_db,hypothesis,correct,carrier_lock,measured_ber,decodes,status,other_failed
qpsk_15dB_6010,qpsk,15.0,8psk,False,0.8756,0.483475,False,low_confidence,alphabet_used
qpsk_15dB_6010,qpsk,15.0,16qam,False,0.9712,0.484277,False,low_confidence,alphabet_used
qpsk_15dB_7010,qpsk,15.0,bpsk,False,0.0129,0.485855,False,low_confidence,
qpsk_15dB_7010,qpsk,15.0,qpsk,True,0.9658,0.0,True,ok,
qpsk_15dB_7010,qpsk,15.0,8psk,False,0.8718,0.484164,False,low_confidence,alphabet_used
qpsk_15dB_7010,qpsk,15.0,16qam,False,0.9709,0.483662,False,low_confidence,alphabet_used
qpsk_15dB_8010,qpsk,15.0,bpsk,False,0.0084,0.483054,False,low_confidence,
qpsk_15dB_8010,qpsk,15.0,qpsk,True,0.9663,0.0,True,ok,
qpsk_15dB_8010,qpsk,15.0,8psk,False,0.8733,0.484351,False,low_confidence,alphabet_used
qpsk_15dB_8010,qpsk,15.0,16qam,False,0.9689,0.483499,False,low_confidence,alphabet_used
qpsk_20dB_2011,qpsk,20.0,bpsk,False,0.021,0.483436,False,low_confidence,
qpsk_20dB_2011,qpsk,20.0,qpsk,True,0.989,0.0,True,ok,
qpsk_20dB_2011,qpsk,20.0,8psk,False,0.9571,0.483633,False,low_confidence,alphabet_used
qpsk_20dB_2011,qpsk,20.0,16qam,False,0.9898,0.484987,False,low_confidence,alphabet_used
qpsk_20dB_3011,qpsk,20.0,bpsk,False,0.0179,0.48499,False,low_confidence,
qpsk_20dB_3011,qpsk,20.0,qpsk,True,0.9897,0.0,True,ok,
qpsk_20dB_3011,qpsk,20.0,8psk,False,0.9599,0.48307,False,low_confidence,alphabet_used
qpsk_20dB_3011,qpsk,20.0,16qam,False,0.9911,0.482619,False,low_confidence,alphabet_used
qpsk_20dB_4011,qpsk,20.0,bpsk,False,0.0117,0.48434,False,low_confidence,
qpsk_20dB_4011,qpsk,20.0,qpsk,True,0.989,0.0,True,ok,
qpsk_20dB_4011,qpsk,20.0,8psk,False,0.9573,0.484212,False,low_confidence,alphabet_used
qpsk_20dB_4011,qpsk,20.0,16qam,False,0.9907,0.485064,False,low_confidence,alphabet_used
qpsk_20dB_5011,qpsk,20.0,bpsk,False,0.0141,0.484174,False,low_confidence,
qpsk_20dB_5011,qpsk,20.0,qpsk,True,0.9893,0.0,True,ok,
qpsk_20dB_5011,qpsk,20.0,8psk,False,0.9584,0.483829,False,low_confidence,alphabet_used
qpsk_20dB_5011,qpsk,20.0,16qam,False,0.9907,0.48413,False,low_confidence,alphabet_used
qpsk_20dB_6011,qpsk,20.0,bpsk,False,0.011,0.486085,False,low_confidence,
qpsk_20dB_6011,qpsk,20.0,qpsk,True,0.9888,0.0,True,ok,
qpsk_20dB_6011,qpsk,20.0,8psk,False,0.9565,0.482724,False,low_confidence,alphabet_used
qpsk_20dB_6011,qpsk,20.0,16qam,False,0.9888,0.483526,False,low_confidence,alphabet_used
qpsk_20dB_7011,qpsk,20.0,bpsk,False,0.0413,0.48618,False,low_confidence,
qpsk_20dB_7011,qpsk,20.0,qpsk,True,0.9894,0.0,True,ok,
qpsk_20dB_7011,qpsk,20.0,8psk,False,0.9589,0.48417,False,low_confidence,alphabet_used
qpsk_20dB_7011,qpsk,20.0,16qam,False,0.9908,0.48422,False,low_confidence,alphabet_used
qpsk_20dB_8011,qpsk,20.0,bpsk,False,0.0171,0.483218,False,low_confidence,
qpsk_20dB_8011,qpsk,20.0,qpsk,True,0.9895,0.0,True,ok,
qpsk_20dB_8011,qpsk,20.0,8psk,False,0.9589,0.483955,False,low_confidence,alphabet_used
qpsk_20dB_8011,qpsk,20.0,16qam,False,0.9896,0.484657,False,low_confidence,alphabet_used
qpsk_4dB_2006,qpsk,4.0,bpsk,False,0.0214,0.485521,False,low_confidence,output_usable
qpsk_4dB_2006,qpsk,4.0,qpsk,True,0.6365,0.001154,True,ok,
qpsk_4dB_2006,qpsk,4.0,8psk,False,0.1421,0.48317,False,low_confidence,
qpsk_4dB_2006,qpsk,4.0,16qam,False,0.0469,0.484023,False,low_confidence,
qpsk_4dB_3006,qpsk,4.0,bpsk,False,0.0173,0.485034,False,low_confidence,
qpsk_4dB_3006,qpsk,4.0,qpsk,True,0.6624,0.000853,True,ok,
qpsk_4dB_3006,qpsk,4.0,8psk,False,0.1841,0.480373,False,low_confidence,
qpsk_4dB_3006,qpsk,4.0,16qam,False,0.4372,0.484389,False,low_confidence,
qpsk_4dB_4006,qpsk,4.0,bpsk,False,0.0077,0.484779,False,low_confidence,output_usable
qpsk_4dB_4006,qpsk,4.0,qpsk,True,0.6523,0.000552,True,ok,
qpsk_4dB_4006,qpsk,4.0,8psk,False,0.1353,0.483072,False,low_confidence,
qpsk_4dB_4006,qpsk,4.0,16qam,False,0.0244,0.482369,False,low_confidence,
qpsk_4dB_5006,qpsk,4.0,bpsk,False,0.0233,0.485062,False,low_confidence,
qpsk_4dB_5006,qpsk,4.0,qpsk,True,0.6409,0.001052,True,ok,
qpsk_4dB_5006,qpsk,4.0,8psk,False,0.1374,0.484167,False,low_confidence,
qpsk_4dB_5006,qpsk,4.0,16qam,False,0.0087,0.484968,False,low_confidence,
qpsk_4dB_6006,qpsk,4.0,bpsk,False,0.011,0.485012,False,low_confidence,output_usable
qpsk_4dB_6006,qpsk,4.0,qpsk,True,0.639,0.001152,True,ok,
qpsk_4dB_6006,qpsk,4.0,8psk,False,0.1161,0.484146,False,low_confidence,
qpsk_4dB_6006,qpsk,4.0,16qam,False,0.0646,0.484096,False,low_confidence,
qpsk_4dB_7006,qpsk,4.0,bpsk,False,0.0223,0.485125,False,low_confidence,output_usable
qpsk_4dB_7006,qpsk,4.0,qpsk,True,0.6565,0.001053,True,ok,
qpsk_4dB_7006,qpsk,4.0,8psk,False,0.1593,0.484526,False,low_confidence,
qpsk_4dB_7006,qpsk,4.0,16qam,False,0.1201,0.483573,False,low_confidence,
qpsk_4dB_8006,qpsk,4.0,bpsk,False,0.0173,0.485433,False,low_confidence,
qpsk_4dB_8006,qpsk,4.0,qpsk,True,0.6378,0.001054,True,ok,
qpsk_4dB_8006,qpsk,4.0,8psk,False,0.0851,0.482132,False,low_confidence,
qpsk_4dB_8006,qpsk,4.0,16qam,False,0.35,0.483939,False,low_confidence,
qpsk_8dB_2007,qpsk,8.0,bpsk,False,0.0202,0.484054,False,low_confidence,
qpsk_8dB_2007,qpsk,8.0,qpsk,True,0.8409,0.0,True,ok,
qpsk_8dB_2007,qpsk,8.0,8psk,False,0.5066,0.485069,False,low_confidence,alphabet_used
qpsk_8dB_2007,qpsk,8.0,16qam,False,0.8619,0.484367,False,low_confidence,alphabet_used
qpsk_8dB_3007,qpsk,8.0,bpsk,False,0.0286,0.486053,False,low_confidence,
qpsk_8dB_3007,qpsk,8.0,qpsk,True,0.8367,0.0,True,ok,
qpsk_8dB_3007,qpsk,8.0,8psk,False,0.498,0.485352,False,low_confidence,alphabet_used
qpsk_8dB_3007,qpsk,8.0,16qam,False,0.8592,0.483144,False,low_confidence,alphabet_used
qpsk_8dB_4007,qpsk,8.0,bpsk,False,0.0205,0.485198,False,low_confidence,
qpsk_8dB_4007,qpsk,8.0,qpsk,True,0.8388,0.0,True,ok,
qpsk_8dB_4007,qpsk,8.0,8psk,False,0.5026,0.484595,False,low_confidence,alphabet_used
qpsk_8dB_4007,qpsk,8.0,16qam,False,0.8594,0.482336,False,low_confidence,alphabet_used
qpsk_8dB_5007,qpsk,8.0,bpsk,False,0.0026,0.48552,False,low_confidence,
qpsk_8dB_5007,qpsk,8.0,qpsk,True,0.8428,0.0,True,ok,
qpsk_8dB_5007,qpsk,8.0,8psk,False,0.5073,0.483821,False,low_confidence,alphabet_used
qpsk_8dB_5007,qpsk,8.0,16qam,False,0.8483,0.484623,False,low_confidence,alphabet_used
qpsk_8dB_6007,qpsk,8.0,bpsk,False,0.0275,0.483679,False,low_confidence,
qpsk_8dB_6007,qpsk,8.0,qpsk,True,0.8397,0.0,True,ok,
qpsk_8dB_6007,qpsk,8.0,8psk,False,0.4951,0.483461,False,low_confidence,alphabet_used
qpsk_8dB_6007,qpsk,8.0,16qam,False,0.8576,0.484716,False,low_confidence,alphabet_used
qpsk_8dB_7007,qpsk,8.0,bpsk,False,0.0206,0.484927,False,low_confidence,
qpsk_8dB_7007,qpsk,8.0,qpsk,True,0.8481,0.0,True,ok,
qpsk_8dB_7007,qpsk,8.0,8psk,False,0.5224,0.483137,False,low_confidence,alphabet_used
qpsk_8dB_7007,qpsk,8.0,16qam,False,0.8606,0.483187,False,low_confidence,alphabet_used
qpsk_8dB_8007,qpsk,8.0,bpsk,False,0.0047,0.484377,False,low_confidence,
qpsk_8dB_8007,qpsk,8.0,qpsk,True,0.8414,0.0,True,ok,
qpsk_8dB_8007,qpsk,8.0,8psk,False,0.5018,0.483546,False,low_confidence,alphabet_used
qpsk_8dB_8007,qpsk,8.0,16qam,False,0.8641,0.481392,False,low_confidence,alphabet_used
